	contract_id	cnt_blocks_1m	cnt_blocks_2m	cnt_blocks_3m	cnt_blocks_2m_sum	cnt_blocks_3m_sum	ratio_cnt_blocks_2m	ratio_cnt_blocks_3m	avg_block_3m	last_block	ratio_last_block_to_3m	age	contract_duration	cnt_active_services_now	cnt_active_services	cnt_canceled_services	avg_service_time	last_change_time	avg_service	cnt_contracts_in_area	cnt_active_contarcts_in_area	cnt_broken_contracts_in_area	credit_3m	credit_2m	credit_1m	cnt_transactions_3m	cnt_transactions_2m	cnt_transactions_1m	transaction_period_3m	transaction_period_2m	transaction_period_1m	avg_transaction_3m	avg_transaction_2m	avg_transaction_1m	last_transaction	ratio_last_transaction_to_3m	ratio_last_transaction_to_2m	ratio_last_transaction_to_1m	last_transaction_time	ratio_last_transaction_time_to_1m	ratio_last_transaction_time_to_2m	ratio_last_transaction_time_to_3m	cnt_favorite_transactions	cnt_types_of_transaction	cnt_tariff_plan	last_tariff_plan_change	tariff_payment_now	tariff_payment_before	diff_in_tariff_payments	avg_tariff_change_time	cnt_equip	traffic_activity_1m	open_sessions_1m	traffic_activity_2m	open_sessions_2m	traffic_activity_3m	open_sessions_3m	traffic_activity_1w	open_sessions_1w	traffic_activity_2w	open_sessions_2w	traffic_activity_3w	open_sessions_1m.1	traffic_activity_4w	open_sessions_4w	ratio_traffic_1m_to_3m	ratio_traffic_1m_to_2m	avg_daily_traffic_1m	avg_daily_traffic_2m	avg_daily_traffic_3m	avg_daily_traffic_1w	avg_daily_traffic_2w	avg_daily_traffic_3w	avg_daily_traffic_4w	avg_traffic_per_session_1m	avg_traffic_per_session_2m	avg_traffic_per_session_3m	avg_traffic_per_session_1w	avg_traffic_per_session_2w	avg_traffic_per_session_3w	avg_traffic_per_session_4w	ARPU	churn
1845	5251	0	4	5	4	9	1	1	502	0	3,6752332655	39	828	0	0	1	310	5	0,9384193542	161	63	5	4,9845717361	1,637946903	0	0	0	0	12	25	36	0	7,6661264995	8,402944192	0	0	6,8426928432	0,0373964294	0	1,0425660442	3,0864664324	0,9841425359	44	6	0	0	0,322641666	5,4320257445	-5,1093840785	0	1	37,4396805838	288899	19,409909893	162411	0	0	0	0	0	0	19,1320221955	135917	0	0	0,2687449458	0	0	0	0	1,2270776293	0,1168027748	3,0323662957	0,4439166362	0	0	0,0006000698	0,0006940603	0	0,0031369173	0	1062	1
1846	3969	0	4	5	4	9	0,6614854514	0,5673751003	0	124,768257284	0,8130463019	38	831	0	0	0	516	0	1,1739066509	102	71	0	33,4130218202	0,624354923	7,578682078	3	8	2	0	14	24	0	2,2833995869	0	3,6233123288	1,5467814891	0	0,6913259754	0	2,6183531548	1,954388679	0,4526283303	48	7	3	210	0	7,6245317733	-7,6245317733	854,994101547	0	0	0	0	0	29,6003824996	261321	0	0	38,6985805386	295661	0	0	11,8745943634	93371	0	0	1,3672727377	0,9650099186	1,9361710634	0,101455904	0	3,0449321316	0	0	0	0,0001634639	0,0001813726	0	0,0005601987	0,0031421919	1228	1
1847	4048	0	0	3	0	3	0	1	927	0	0,4712943662	38	930	1	3	0	0	0	1,1202311698	250	41	5	0,5048820061	11,9030476675	0,7753084367	0	0	0	74	0	29	10,7817648835	0,6623277746	10,0482236795	0	0	3,9761548831	0,7443303983	16	0	1,4967852359	0	178	4	11	0	4,0474515377	0	4,0474515377	0	1	22,2020102175	171319	137,574466613	1151149	0	0	75,0311193359	679374	0	0	0	0	0	0	0	0,0627488446	0	0	1,3918389461	0,2894727557	0	4,1089579243	0	0,0010011471	0	0	0,0006525668	0	0,0028879388	0,0072752715	682	1
1848	1148	3	0	0	3	3	0	0,2336532326	0	225,958018862	0	72	1238	0	1	0	1977	0	0,7134333213	197	92	8	11,741424462	0	0,0649770444	0	0	7	21	27	0	7,0068927385	4,6610807936	7,9612818428	2,3977590191	2,132574847	0,2368022396	1,0945381246	2	0	6,6402218333	0	96	0	5	0	0	0,8096199422	-0,8096199422	0	0	119,787319468	998855	0	0	13,3630870274	114414	14,4558083604	103508	8,8022739443	72875	9,3893833637	78805	0	0	0,2386999139	0,0595195126	0	0	4,7619241003	0,4036279495	2,8975141164	0	0	4,81944744875e-06	0,000687112	0,0003619993	0	2,61879940199e-05	0	0	1294	1
1849	3960	2	0	1	2	3	0,4291783303	0,5406688441	0	1369,25026948	0	59	1064	1	0	0	1475	2922	1,186670879	172	32	4	0	0	7,2539901155	7	0	0	69	35	45	0	1,8593155223	6,8052589977	15,7131284214	0	0,1060689462	1,2755949286	4	2,5967440747	0	0	150	4	7	232	3,9510475558	1,8678842623	2,0831632936	303,627919752	2	20,5200027538	158340	0	0	7,1133172977	62798	0	0	6,508375211	49724	5,0662579426	35991	0	0	0,6170968923	1	0,5758125295	0	2,0069031896	0	0	2,3960128462	3,8606639449	0,0004487291	0	0,0002116301	0	0,0058593179	0	0,0029693085	328	1
1850	5067	0	0	0	0	0	0	0,8364785931	0	0	2,6608555871	48	540	1	5	0	1311	0	0,7158493534	40	11	0	5,2895928295	0	0,227489681	4	0	0	16	24	15	0	0,9828879124	1,6982634722	0	0,8828179109	0,8392554642	0,2286711637	24	4,5561330252	0	0,1424870403	120	4	0	37	0,7535597692	2,7276509252	-1,974091156	0	0	0	0	0	0	0	0	1,1979484665	10846	14,4290870891	110239	0	0	0	0	0,5919892705	1	3,2928029598	0	0	1,8763891837	0	6,1294589446	0	0	0,0091765489	0	0	0	0,0017349758	0,0029324384	1244	1
1851	4112	3	4	0	7	7	0,412450584	0	0	296,493374575	0	55	2218	2	1	1	322	554	0	199	2	0	7,7134867257	6,5563237009	7,6959287601	1	6	0	14	0	15	3,6423586986	0,2133931495	6,6447260853	5,1336949462	0	0,7998580037	0,4387238754	54	4,6866207853	0	0,653875614	235	2	18	0	0	0,5341433419	-0,5341433419	228,572331482	0	0	0	18,6209718801	155810	0	0	9,2392392079	83657	30,961153691	236546	19,2851003873	137005	0	0	0	0	1,3105193941	2,7718094586	0	0	4,0511291718	3,4927646211	0	0	0	0,0004313011	0,0002172676	0,0040795851	0	0,0017730317	1252	1
1852	2299	4	0	6	4	10	0	0,9095035163	298	0	0	39	51	1	0	0	1770	0	0,8407709209	114	97	14	6,7233952594	8,358526065	5,482332307	0	0	0	15	19	32	0,8875549657	0	0	1,0759330726	0	1,8745788651	4,4195569407	43	0	2,1455803486	0,2847730619	138	3	5	355	0	4,9408276111	-4,9408276111	636,301525747	1	32,6699505403	272420	0	0	34,2881471979	293573	6,8011663435	48698	0	0	0	0	0	0	1	0,1285119367	0	0	0	0	2,7295313108	0,5525533191	1,2583004613	0	0,0006870804	8,41204145802e-05	0,0005716984	0	0,0005316866	0,0004875996	96	0
1853	4522	0	7	8	7	15	1	1	158	0	0,8921161479	18	2949	1	1	0	0	300	1,6374509616	220	199	38	1,8205060224	9,5696043613	0,4002771981	1	0	0	27	0	109	0	4,1294684976	8,1811158534	0,2023434109	2,9516405439	4,0547187175	0	13	0	1,2914944206	0,2658735514	68	2	0	0	0	11,2400121894	-11,2400121894	582,446978244	2	17,4053668608	134306	40,1306600947	335791	14,1876906316	125253	0	0	0	0	0	0	22,4477903646	176510	0,0586099411	0	2,6128277561	0	0,0227224888	0,0466295721	0	0	1,6652015041	0	0,0009799144	0	0,000510183	0,0055008738	0	0	1290	0
1854	5141	0	0	4	0	4	0	0	0	0	4,4214202592	35	1941	2	0	0	0	0	1,3237573429	31	5	0	7,0834121081	0	4,6098468154	0	6	0	2	40	0	5,4984984962	0	2,203113145	8,056916845	4,5662042698	3,3042998111	0	0	4,1354868584	3,0798965627	1,3297092074	192	3	6	179	3,8188750148	0	3,8188750148	0	0	44,3705190546	342380	0	0	32,6033669177	287833	11,6769280079	105729	0	0	9,1122622639	64735	43,9551648675	345625	0	0,1641534062	0,9007194581	6,1428051165	0,8441210267	1,1124320655	0	9,851642226	5,8919522332	0,0105572141	0	0,0001869566	0	0	0,0002641932	0	890	1
1855	4651	0	4	0	4	4	0,4690000848	0	204	0	0	63	3114	0	1	0	596	715	0,9406183546	159	65	12	8,3520311453	1,1955429849	0	0	10	0	67	17	45	5,2006562143	4,1989779494	0	4,0656317015	2,4615156733	3,2776139138	0	20	0	0,1250043945	0,3656574887	71	2	14	325	16,5556761801	0	16,5556761801	227,960683187	0	0	0	0	0	14,3097223323	126330	1,0663305475	9655	0	0	108,743154173	772533	0	0	0,6707013024	1	0	2,3303456768	0,3414248002	0,1218775877	0,388864283	0	4,1005123738	0,0011744915	0,0031314808	0,0004407739	0	0	0,0003451576	0,0016723242	994	1
1856	4874	12	16	5	28	33	0,6188650714	0,4436438156	58	118,18215595	0,4573286685	25	50	0	2	4	0	463	1,7665795848	143	6	0	0	15,5007116234	4,6078203144	12	7	0	15	27	5	1,2872283905	0,0141036261	1,8495588557	12,051001718	4,9498123109	0	5,6311428992	0	0	0	0,9381168645	22	4	3	1265	8,3521437603	0	8,3521437603	243,532523176	1	13,8622703459	106966	47,6472256502	398686	0	0	0	0	10,2661660744	78434	0	0	0	0	0,2739986641	0,3830380898	0,8160279271	0,2726687814	0,9360016314	0	0,3417085467	2,394189272	0	0	0	0,000112662	0	0,0058507131	0,0001342553	0	812	1
1857	4658	4	4	0	8	8	1	0,4840673865	0	36,5124381337	0	46	1219	0	2	0	0	0	0,4162893021	49	9	1	2,2922978695	11,4520584499	8,4936498851	0	4	0	32	76	24	1,5427597061	2,3974078858	0,3758956357	6,9437044452	4,0740297563	0	0	8	0	1,0765400936	0	167	3	0	695	0	3,3430560166	-3,3430560166	1152,5056063	0	0	0	0	0	23,2069176539	204878	2,7409458632	24818	9,9036671375	75665	31,5640424011	224237	0	0	0	0	0,6544874058	0,0521681545	0,8373068215	0	2,9982082537	5,5608023721	4,3455867768	0,0006455522	0,0024914236	0,0007890463	0,0001235931	0	0	0,0017182131	1308	1
1858	2097	2	0	2	2	4	0,7734492954	0	0	1591,10622957	0	20	93	0	4	0	1	0	0,7889476581	137	57	5	0	4,0103764975	2,7859499224	4	4	16	25	27	38	0	2,1020239346	1,5125316261	3,6953087994	3,325833422	2,8858686558	0	18	1,5279346832	1,0920768221	0	170	2	0	1120	1,6569397682	3,7718617318	-2,1149219636	0	0	0	0	0	0	58,8722101975	504060	4,1870210476	29980	43,1294408608	357075	8,5464876363	71731	5,2969993876	44458	0	0	0	0,7074468182	0,2345576359	1,9427253186	0,7029099721	0,4496744685	0,6131422202	0,0001863685	0	6,28023776101e-05	0,0003539485	7,50057499365e-05	0,000122826	0,0005786842	1100	0
1859	2396	3	8	1	11	12	0,6419326129	0,7413522156	0	644,381162787	10,2468365493	61	1529	0	2	0	0	0	1,6928308557	27	17	1	0	0	0,7524601687	1	4	3	25	0	0	0,4025382619	0	2,6916209603	0,0240716501	0	12,253958766	0,2094575754	17	0,5024757123	0	0	168	4	0	459	4,9613372723	1,148461907	3,8128753653	446,345196628	1	0	0	118,73575045	1074732	38,0750962021	325997	0	0	0	0	0	0	1,164013759	9769	0,1721529624	0	3,7816124012	0	0	0	0,6970009206	0,4714454933	0,9587671182	0,0006126262	0	0	6,15004878453e-05	0	0,0014368967	0	579,796855566	0
1860	1544	5	0	0	5	5	1	0,8721028241	219	327,276781628	0	65	1469	0	6	3	833	2198	1,0766036103	88	32	2	14,1184112359	1,5342436949	0,7279479006	0	0	14	8	63	42	1,8566473045	11,0660048326	0	4,4626994632	0	0	1,756083296	27	2,2362363206	0,25869001	3,3534893111	116	4	20	0	0	1,9854014513	-1,9854014513	597,940500396	3	34,7124993047	289452	17,3789110109	157304	49,6382032529	424999	0	0	0	0	0	0	0	0	0,3803839898	0,1098715639	1,8136453853	0	0	0,2581619769	1,3814499578	5,2293415285	0	0	0,0002386797	0	2,84336731517e-05	0,0002937799	0	0,0001594796	1323,81920707	0
1861	1242	2	0	0	2	2	0,2245912157	0,7922215731	370	1208,20502893	3,7331271169	59	1071	1	1	3	564	0	0,8456477935	166	0	0	0	3,8188300566	0	0	4	2	0	21	49	7,9595962557	0,4729424054	2,6118302321	9,9165872004	0	6,0821086122	1,3793019193	5	0,1803518779	2,5624078708	1,8598269552	0	6	1	0	4,4691596809	2,4244364421	2,0447232388	205,993551766	0	50,5471237657	421491	15,404051843	139429	0	0	6,7302760694	48190	3,813832046	31575	0,9392527586	7883	0	0	0,6299962883	0	0	0	1,0059921127	2,8817126541	0,0502963645	1,1098100566	1,0100476797	0,0004727864	0	0	0	0	0,0010526015	0	430	0
1862	3086	1	1	0	2	2	0,1842066887	0,8824699421	424	684,661786217	0,6329255429	45	1183	0	0	1	412	0	1,0702151167	166	29	0	4,3754029644	6,5735857494	0	11	0	2	0	39	53	0	1,0583327619	0	5,2191484326	2,571518246	1,8711989063	0,2311863869	0	1,3703092443	0	0	154	2	0	0	3,1154922804	0	3,1154922804	215,210170495	2	0	0	0	0	38,7852006007	342408	0	0	0	0	20,89630017	148451	7,3412527844	57725	1	0	1,9316273339	0	3,1772097584	0	0	0	0	0	0	0	0	0,0019329333	0,0033685642	0	694	1
1863	1294	2	1	1	3	4	0,8146740358	1	448	973,340076315	0	29	2288	0	0	5	1080	0	0,4813276278	180	29	3	0	0	5,3256984896	5	6	0	0	0	1	1,9335938173	0	4,6304564323	7,4298009287	3,7447359429	0,9210752906	2,3141061451	81	1,8800404373	0,0416016831	0,4878765005	510	8	7	309	4,1954781811	0	4,1954781811	239,830667883	1	11,0633465111	92252	22,9851458005	208049	11,2921295473	96682	0	0	5,0827890813	42081	18,7477548347	157351	0	0	0,3226383644	0,2452288821	0	1,2418900253	0,8569536773	0	0	1,1337196707	0	0	0	0,0001259143	0	0	0,0002976635	0,0003918985	1018	0
1864	4636	2	0	1	2	3	0,3040062456	0,2743654453	293	717,494147747	2,9338679641	59	173	0	0	0	950	0	1,090027799	61	38	6	7,7130914051	0	0	0	1	0	0	19	0	0	10,8933329702	6,876478434	2,049148859	5,017727085	0	0	25	0,4183248573	0	3,0239404122	445	6	61	0	0,8315783577	0,4637904187	0,3677879389	1012,33351573	0	0	0	78,2924988328	655109	7,0246156807	62015	0,0151057794	136	49,5394595927	378486	0	0	124,524556011	979154	0,3616017477	0,3339787006	0	0	0	0	0,8946973643	0	0	0,0001091614	0,0063454346	0,0001709483	0	0,0022740341	0,0014341386	0,0024948975	748	0
1865	4737	2	3	0	5	5	1	1	456	266,244177285	2,3806900419	29	2536	1	0	0	1744	563	0,9472592167	188	96	13	0,8736978524	1,2467701976	0	10	0	0	15	48	26	2,8031482147	0	0	9,5314496709	0,5391202458	0	1,8383400514	0	0,2516426006	2,2269327179	1,7054329612	101	6	9	1198	1,7792177067	0	1,7792177067	0	0	0	0	0	0	14,9644529727	132111	13,0139987541	117836	0	0	0	0	7,4790923337	58809	0,4638044652	0,4155127573	1,8474662156	1,0769486455	0,3814761937	0	0	0	1,1469021122	0,0014441073	0	0	0	0	0	0,0004518798	956	1
1866	259	0	7	5	7	12	0,5407813037	0,8324298059	0	203,694212327	16,7667558787	61	1164	1	0	0	112	0	0	12	2	0	0	6,8686385298	0,3017580511	0	0	11	0	4	21	3,769400195	0	0,7394480708	2,7582947387	0	0	0	33	0	0,4457923944	0	228	4	5	282	0,260318594	0,8033803516	-0,5430617576	16,9678133657	1	0	0	0	0	327,941755961	2807821	31,0409428164	222262	0	0	31,1161801724	261159	8,0136924159	67259	0,1284832952	0,6642315614	0,4033498136	1,3195608645	4,3446338902	0	1,5567009065	0,4784937476	2,4361940969	0	0,000269633	0,0005506555	0	0	0,0008127016	0	620,89295828	1
1867	4083	0	4	0	4	4	0	0	309	0	0,1859630141	24	1568	0	2	0	0	571	0,7487508151	33	21	3	0	1,2315701839	0	0	23	1	40	30	0	1,6531844017	0	0	2,5554804156	0	0	1,5005359003	23	0	0	0,2300409344	0	3	0	0	0	7,9437073256	-7,9437073256	244,539301176	0	18,0693546176	139430	8,0989241044	67767	161,868928111	1429031	0	0	0	0	52,6619384096	374121	0,2595091888	2040	0,834898566	1	2,7527821815	2,3649269764	0	0	9,0479903973	0	0	0,0018702381	0,0018979313	0,0008622777	7,09065612655e-05	0,0164172233	0,000735777	0,0027303246	180	1
1868	4340	1	0	3	1	4	1	1	0	904,045191413	0	31	175	0	0	1	669	1569	1,3150733498	43	22	1	9,452759748	4,9758725168	1,4461077471	0	0	4	122	20	4	3,7248626379	5,4327513416	0	0,3503022872	0	0	0,7371296673	18	4,9369310722	1,6761261783	0,1974892713	132	2	5	0	0,5252033336	0,9836344436	-0,4584311101	708,598876238	2	0	0	0	0	68,2150078227	602224	0	0	10,6272518127	81193	0	0	0	0	0	0	2,0347941992	13,3590618078	1,5961753316	0,3400059056	3,1453700686	9,7655955633	1,064724338	0	0	6,22496679704e-07	0	0,0009673657	0,0034766396	0,0009472628	728	1
1869	874	4	0	2	4	6	0,4201246259	1	0	535,934769634	13,2242414521	33	1636	0	7	0	0	2547	1,1880020851	63	0	0	0,817999962	0	0	0	0	0	22	3	9	0	0,4518325137	5,8196600571	2,6837459094	3,3341156051	0	1,736048399	5	0,2468161082	3,6048894452	2,0431433158	119	5	17	201	4,7228126377	3,3748347789	1,3479778588	542,965672637	0	15,8795504859	132412	36,6330598127	331582	18,077357108	154777	0	0	14,8757697281	123158	0	0	0	0	0,774653933	0,9177527603	0	0,912244589	0,8765241165	0,6889276337	0,4701709283	0	0,1553797251	0,0001386553	0	0	0	0,0006109783	0	0,0002306045	1722	0
1870	4337	0	0	0	0	0	1	0,19399134	0	0	0	60	477	0	7	0	649	84	2,1614504026	142	116	11	5,9564667209	5,0656579849	1,2470435838	5	15	0	0	42	0	0,4371770541	0,913406013	1,7417759353	0	9,5573389978	1,643170695	0,2780194733	0	3,9877934297	1,6385397412	2,0623635313	41	3	0	314	1,3403407004	0,5375757666	0,8027649339	0	0	0	0	40,5286493172	339121	0	0	0	0	15,8939895299	121431	44,8213331776	318419	8,7118205785	68502	0,3429699817	0	0	6,3537123855	0	0	2,837230884	0	0	0,0020967703	0,0008961037	0	0	0,0007008252	0,0056584803	0,0007498037	768	1
1871	2170	2	6	0	8	8	0	1	10	64,4249614059	0	71	1413	2	0	2	1229	2492	1,0322909334	75	31	3	8,8523852783	9,1633871371	1,2861416595	0	2	0	0	48	14	4,8149352248	21,1772818371	1,6944998763	0	5,5707664555	5,4212767141	0	28	0	2,7431420306	1,9521303605	146	2	13	996	2,5156501526	0,1400062158	2,3756439368	117,204643771	0	0	0	0	0	0	0	9,9664849478	71363	0	0	0	0	0	0	0,6607233512	0	2,2126906283	0	0,8898692763	1,8845251553	0,4317921154	0	2,0374833413	0	0,0001946759	0,0001752038	0	0,0003635976	0,0011681008	0	1011,851275	1
1872	3568	1	2	2	3	5	1	1	371	124,024700914	0,5088020859	55	554	1	3	0	0	3104	1,0130274563	165	51	4	0,8435814354	0	0	0	5	1	0	0	26	3,9129303089	1,2564486186	28,8162773954	0	3,8047396294	0	1,5382647945	39	0	0,4451535826	0	105	5	0	321	1,7296587686	0	1,7296587686	192,116543693	0	0	0	0	0	0	0	0	0	0	0	11,2957775018	80247	0	0	0,4962253853	0,801203342	0	1,1521685295	0,1764697664	0,2966243526	0	0	2,2285558416	0	0	0,0001778702	0,0001301003	0	0,0027422185	0	592	1
1873	2243	1	2	1	3	4	0	1	293	790,577967506	0	31	85	0	3	5	0	0	0,7271608346	126	6	0	32,2322490114	3,6941678553	4,0479535259	7	2	0	40	6	14	1,2439781159	6,2554984631	2,6565713567	6,2377771549	3,5455879843	0	0	0	1,0852452835	0,7397454517	0	198	2	4	298	3,0284443374	0	3,0284443374	468,736319201	1	21,831545399	182044	0	0	31,1504140899	266708	1,9513380744	13972	0	0	0	0	1,2326047917	10345	1	1	0,669257056	0	0,2280626847	0	0	5,6576546687	0	0,0009851839	0	0,0008843069	0,0002347846	0,0001610578	2,33370224547e-05	0,0003347292	812	1
1874	1628	6	10	6	16	22	0,3302294974	0	83	0	1,75467722	58	2753	0	0	3	0	0	1,2922261146	162	24	2	7,5435725608	11,0419693887	0	3	4	10	41	0	49	0	3,2872019142	0	0	4,9924150983	0	1,1208762652	41	0	2,7152338575	0,2304999037	57	6	0	736	3,8376650929	0	3,8376650929	297,520177909	3	0	0	25,349491027	229450	25,4146110461	217598	2,1197478743	15178	13,6522713449	113029	0	0	0	0	0	0	1,3678454187	1,7889549284	3,41701857	0	0,0470923124	1,1541913569	6,3354865034	0,0002668765	0	0	0,0001939593	0,0006351877	0,000514095	0	939,947864141	0
1875	1554	7	0	14	7	21	0,1414053352	1	1215	313,051889041	7,902011122	58	118	1	0	0	679	758	0,956103412	248	173	25	5,3649698755	0,5770295228	0	10	0	4	56	22	0	0	0	0	1,0504048871	0	3,8483274545	0,265921027	44	0	2,7278696973	0	376	0	26	0	0,9924114498	1,3308894043	-0,3384779545	222,444280914	0	0	0	80,9974837194	733146	27,6082430835	236380	0	0	18,5910177652	153917	0	0	4,5400371003	38104	0,6680264494	0,2538684322	0	2,0035109128	0	0	1,2210535561	0	4,2053709957	0,0001070219	0	0	9,1007088818e-05	0	0	7,31325145395e-05	0	1
1876	978	0	0	5	0	5	0,9512701907	1	106	0	0	89	1882	0	0	1	0	0	0	136	29	4	15,8116068957	3,7546896768	0	0	0	2	10	10	0	1,4290951141	10,3736676784	4,1108180813	2,7077245178	0,8891072013	1,2451138008	0	0	0,1442366816	0	2,4065305124	82	4	16	1012	2,4860946586	1,7709056465	0,715189012	153,359997832	2	0	0	19,7841819776	179075	27,5382428289	235781	21,1723117546	151600	0	0	0	0	3,3516200701	28130	0,3871608427	1	0	0,472457337	0,1277732735	3,3204425609	1,8189083967	0	0	0	0	0,0002405555	0,0007092249	0	0,0003664239	0	48	0
1877	3614	3	0	0	3	3	0	0,6428526422	0	2268,37440178	3,302384916	55	890	1	2	0	0	0	0,6744772408	21	4	0	1,364000711	6,3131443213	3,7471127109	0	7	2	0	11	68	0	0	1,7324860624	0	0	5,8223757315	1,0101911213	23	0	0,6891306988	0	0	2	1	0	0,6469819111	0	0,6469819111	0	0	16,2717501237	125559	12,0264035134	100630	16,8988689429	149188	0	0	0	0	1,7853884705	12683	12,1513666324	95547	0	1	1,1412264336	0,7637733168	3,3820690096	0,190902391	1,6599643352	0	1,9047762399	0,0041150456	0,0004037743	9,06477102316e-05	0,0002953063	0,0001213818	0,0004146645	0,0114195434	288	0
1878	4753	6	9	0	15	15	0	1	0	1579,19853164	2,055211546	37	686	1	1	0	0	0	0,9058746853	158	43	0	62,2689672655	1,426810879	8,4318943028	0	0	0	69	69	0	2,5894466638	0	0	4,1258604869	0	0	0	0	0	3,3316751977	3,631328798	105	2	6	0	2,7640994604	0	2,7640994604	166,286827178	2	67,8543848696	523591	41,5472536892	347645	77,1388209449	681006	0	0	0	0	6,2137353436	44143	5,5023333084	43265	0,9237026402	1	0,759713954	0	1,898270647	0,2561252269	1,7322419459	0,5514330126	0	0,0019045509	0	0	0,0013857027	0,001802557	0,0012967336	0	490	0
1879	153	3	2	15	5	20	0,6600029703	1	370	885,083508637	0,9471589076	57	533	0	0	0	0	939	0,6713649519	256	38	4	0	0,1904485529	0,0052588686	0	9	6	0	0	0	3,2826294356	1,9129278257	0	6,7081294582	3,0804526974	0,5750899379	0,2146630366	49	1,6582939058	1,3584450858	0	65	4	10	143	0	1,8864801051	-1,8864801051	0	0	0	0	11,210975982	101475	2,2902143546	19608	20,8204188431	149080	10,2189843129	84604	4,8898416568	41040	2,5707952518	21576	0,4178207384	0,4895060873	0,6995397621	0	1,2098762118	0	0	0	0	0,0001254663	9,98896515549e-05	0,0007263655	0,0002535157	0	0	0	710	0
1880	3308	3	2	8	5	13	0,288486809	1	1079	1202,33315306	3,147300535	35	978	0	0	0	5292	0	0,8627843049	155	43	7	0,1187696664	0	14,5110791076	0	1	0	0	34	0	4,3032389207	2,3307219075	0	1,923804167	0	1,0729709487	0	76	0,860155023	0,8106163422	0	254	1	0	797	0,079037554	0,8104840675	-0,7314465136	145,938128676	0	124,877985655	963608	41,8855329564	350475	17,4444932459	154005	9,0178202237	81652	0	0	34,4647823942	244844	36,7357124998	288858	1	0	3,1742852661	0	1,3317526553	0	0,9594473444	1,3704839889	3,0506775989	0	0,0003894973	0,0013809047	0	0	0	0,0002709833	644	1
1881	5367	0	0	1	0	1	0	1	474	0	0,3215832899	48	114	0	0	0	0	0	1,1442269793	78	48	3	9,9695881185	4,0633301202	5,4356266134	1	0	9	0	58	52	0,7728624402	0	0	0	0,8539755229	0,5957907026	0,0638818934	27	2,5490489809	0	0,6534093737	186	4	20	882	0,1571820729	0	0,1571820729	0	0	0	0	31,2900848288	261818	45,8068273827	404397	0	0	14,555328321	111204	6,5627374083	46623	1,0811567842	8501	0,4478729225	0,9027875375	0	0	2,1368346089	0	0,1762841804	10,6992426168	0	0,0019819632	0,0012282572	0,0005745315	0	0,0007033799	0,0005915779	0,0007365248	574	1
1882	2157	0	7	6	7	13	1	1	0	168,505242528	0	75	3270	1	0	0	358	0	0,7242761989	194	66	5	0,2111937849	0	2,2478892042	0	8	19	0	0	48	0	4,5861619837	0	8,0827321211	0	1,2140095854	1,289994419	25	0	0	0	224	4	0	289	0	0	0	279,375786447	0	0	0	0	0	75,9169898942	649997	5,9335154254	42485	4,7787373608	39563	11,3979954241	95664	2,3672540116	19868	0,9444175014	0,4420807924	0,2782761775	0	0,0078090683	0	0	0	1,9441852704	0	0,0006767762	0,0001292633	1,29367251668e-05	0,0004141889	0,0005335146	4,89437936127e-05	1706	1
1883	482	0	0	5	0	5	0,2302078668	1	71	0	10,4267769128	62	876	0	0	1	0	0	1,8559061101	38	8	1	4,3132727853	4,6071265	1,6932459398	0	1	0	25	6	53	8,060913994	0,023335151	0	0,2184746473	0	1,6180349376	0	0	1,2905760492	3,0966230652	0,9349471807	11	0	17	0	1,9806255915	1,5692874425	0,411338149	818,805922341	1	51,7682938802	431673	0	0	0	0	0	0	0	0	11,82223293	99224	0	0	0	0	0	0	0	0	0,0839446001	1,0098991875	0	0	0,0001555715	0,0004483234	6,14829946857e-05	0,0002474369	0,0009357953	0	1665,76187664	0
1884	2502	0	0	6	0	6	0,439320701	0,8297027308	0	0	4,9830386096	35	97	1	2	0	0	4982	1,6824553733	40	27	2	5,4737926416	3,7658583658	1,9989921592	3	2	6	40	71	11	0,8666615272	0	2,9642733239	15,823584942	1,4508577203	1,7908348861	0	0	0,3185792103	7,019649531	2,120580501	108	0	9	91	0	0	0	0	0	0	0	6,0332721686	54609	0	0	0	0	0	0	2,2380716281	18784	15,2998884812	128412	0,0572916345	1	0,5900332012	1,9920195981	0	0	3,0408511979	1,1210259383	0	0,0004726074	0	0	0	0,0005071186	0	1,97866179505e-06	2030	0
1885	2963	3	2	0	5	5	0,3697335372	1	474	0	7,1123614177	21	2954	0	6	0	278	3167	1,4512702383	264	21	2	5,2083969408	6,3401141487	0	2	0	0	125	37	0	0	0,6069532792	0,3438390265	3,2160917369	4,1810750773	0	0,0332527351	58	0	0	2,714409867	105	4	13	0	2,9326961769	3,357810832	-0,4251146551	336,4038124	7	0	0	0	0	96,8822555743	855308	10,9884253488	99495	0	0	0	0	16,7511840135	131716	0,3733306306	0	0,7886030414	6,5412577851	1,2118009529	1,6589600608	3,466308769	0,1013569461	0	0	0	0	0,0005015332	0,0028861418	0,0078573106	0,0003660648	900	0
