	contract_id	cnt_blocks_1m	cnt_blocks_2m	cnt_blocks_3m	cnt_blocks_2m_sum	cnt_blocks_3m_sum	ratio_cnt_blocks_2m	ratio_cnt_blocks_3m	avg_block_3m	last_block	ratio_last_block_to_3m	age	contract_duration	cnt_active_services_now	cnt_active_services	cnt_canceled_services	avg_service_time	last_change_time	avg_service	cnt_contracts_in_area	cnt_active_contarcts_in_area	cnt_broken_contracts_in_area	credit_3m	credit_2m	credit_1m	cnt_transactions_3m	cnt_transactions_2m	cnt_transactions_1m	transaction_period_3m	transaction_period_2m	transaction_period_1m	avg_transaction_3m	avg_transaction_2m	avg_transaction_1m	last_transaction	ratio_last_transaction_to_3m	ratio_last_transaction_to_2m	ratio_last_transaction_to_1m	last_transaction_time	ratio_last_transaction_time_to_1m	ratio_last_transaction_time_to_2m	ratio_last_transaction_time_to_3m	cnt_favorite_transactions	cnt_types_of_transaction	cnt_tariff_plan	last_tariff_plan_change	tariff_payment_now	tariff_payment_before	diff_in_tariff_payments	avg_tariff_change_time	cnt_equip	traffic_activity_1m	open_sessions_1m	traffic_activity_2m	open_sessions_2m	traffic_activity_3m	open_sessions_3m	traffic_activity_1w	open_sessions_1w	traffic_activity_2w	open_sessions_2w	traffic_activity_3w	open_sessions_1m.1	traffic_activity_4w	open_sessions_4w	ratio_traffic_1m_to_3m	ratio_traffic_1m_to_2m	avg_daily_traffic_1m	avg_daily_traffic_2m	avg_daily_traffic_3m	avg_daily_traffic_1w	avg_daily_traffic_2w	avg_daily_traffic_3w	avg_daily_traffic_4w	avg_traffic_per_session_1m	avg_traffic_per_session_2m	avg_traffic_per_session_3m	avg_traffic_per_session_1w	avg_traffic_per_session_2w	avg_traffic_per_session_3w	avg_traffic_per_session_4w	ARPU	churn	churn_pred_prob
1211	532	0	0	6	0	6	0	0	0	0	0	59	707	1	0	3	122	1059	1,7972634341	80	79	1	12,729015464	0,1053764257	1,9275993898	7	0	0	46	14	0	2,2750431735	3,8180956968	3,5945761598	5,2052874692	0	0	0,1790549688	20	2,9034154431	3,6592066183	1,0286814243	85	13	3	388	5,7039996549	3,3053849086	2,3986147464	664,655012045	0	161,04124052	1342854	27,9067891995	252597	224,104276567	1918769	6,7183932249	48105	19,4561687674	161080	10,0069842617	83989	4,6252025509	38819	1	0,2256463396	0	3,0631566711	1,2484833556	0	1,808808276	0,5157687159	0,9784062623	0,0003708038	0,0003399737	0,0002704809	0,0012850541	0,0011922878	0,0003421085	0	852,247810059	0	0,5133333333
1212	1377	0	2	0	2	2	0,4545824458	0,7079747958	0	0	0	70	1483	1	0	3	0	853	1,4116870957	104	46	7	10,0851221198	1,2087875749	12,5142271204	0	9	2	0	0	29	0	0	11,148034985	3,679356312	0,2104951864	2,5734197968	10,5812008912	0	0	0	1,2059723885	665	3	0	441	0,7359446867	5,8622479786	-5,1263032919	0	0	0	0	0	0	46,4350649193	397574	9,3154547948	66701	4,0807418295	33785	0	0	12,2927806759	103174	0,1531359595	0,1388324261	0,9191930311	0	0	2,0623309696	1,9409344563	0	0	0	0	0	0,0006366477	0,0011217161	0,0005301817	0,0006761773	1319,90242734	0	0,36
1213	2859	0	7	16	7	23	0,8566707319	0,3454061209	0	398,03003765	1,7267762941	57	2772	1	0	0	0	203	0,9100949912	1	0	0	9,1644123398	0	1,8436008734	0	7	4	12	0	67	3,4758070187	4,586809542	0,206194235	0	2,3812287044	0	4,9171783082	46	0	0	0,0580854062	0	0	12	1034	0,2391062215	3,3916307545	-3,152524533	58,9732418857	0	84,7369457726	653864	0	0	0	0	0	0	0	0	0,614263619	4363	0	0	0	0	0	0,6338556174	0	0,2318590033	0	0	0	0	0,0004856603	0	0,0003787279	0,0023251977	0	0,0024018125	486	0	0,63
1214	1287	11	0	0	11	11	0,6982102332	1	0	0	0	46	1299	1	4	1	0	2038	2,1494113757	33	19	3	5,6255800355	0	0	0	0	3	0	2	33	0	0	1,0582163528	10,8777936164	0	0	1,5020288576	0	0,5514967896	0	0,9944331685	0	7	25	0	0	1,1747423972	-1,1747423972	327,585697918	2	46,508121093	387811	306,429601634	2773637	108,770044034	931283	0	0	0	0	14,3479879517	120423	0	0	0	0,6229240235	0	1,0177277448	5,4421185844	0	1,0924069576	2,0604542278	0	0	0,0001327359	0	3,88860432219e-06	0	0	0	1783,58601738	0	0,5233333333
1215	3197	5	2	5	7	12	1	0,5982226892	664	939,525264086	0	45	1822	0	3	0	0	0	0,6577057623	21	4	0	0,8632598424	14,6499237227	0	0	15	2	42	32	97	0	0	5,9253296928	0	0,6538947137	10,5201068468	0	0	0	1,6203909933	0	166	5	28	110	0	0	0	73,9295405282	0	47,0137245252	362776	33,928908301	283898	0	0	0	0	0	0	0	0	6,9595917067	54724	0,1051349607	0	0	0,8355565848	0	1,3113437192	3,2356315004	0	3,6769923822	0	0	0,0001912053	0	0	0,0009885714	0	666	1	0,4833333333
1216	3271	2	5	3	7	10	0	0	77	349,290757104	2,4538769332	23	3372	0	2	1	94	0	0,6914649406	51	19	3	0	5,7672817467	7,9387211168	0	0	0	28	3	26	7,2421406793	0	5,2712683527	9,9192199446	0	3,578689287	0	2	4,4597003301	1,7994480279	0,5167753241	47	2	3	957	0	0	0	8,4358308049	2	161,960713689	1249754	9,8941012808	82788	33,5335758693	296045	0	0	8,7317410536	66711	17,2700033184	122689	0	0	0	1	1,5190918377	0	0	1,0074479927	0,336500638	1,1944484636	2,5644500692	0,0031288665	0	0,0004282809	0	0	0	0	0	1	0,7866666667
1217	501	1	2	0	3	3	0,9357652491	1	0	0	7,2709768649	25	58	1	2	0	352	662	1,291186563	112	66	9	0	9,8032610275	5,3655309057	7	32	1	17	23	7	0	9,4660143319	0	0	5,2921724375	0	2,0052788095	0	2,2893690039	0,4908640565	1,6104202129	22	4	26	750	0	0	0	436,461281754	0	58,8422620074	490660	0	0	93,4721016202	800303	3,2547661726	23305	0	0	0	0	20,5158324395	172190	0,6419121365	1	0	2,1805201697	2,1244435929	0	1,0871315699	0	0	0	0,00033016	3,80219441174e-05	0	0,0003881509	0	0,0004017449	908	0	0,42
1218	1648	0	2	0	2	2	0,3094399456	0,4811470146	258	0	45,9744840589	38	1904	1	0	2	0	0	0	34	20	3	1,3907253079	0	1,235371336	0	0	1	0	4	12	0	0	0,8166261046	10,4470803376	0,2627042776	0,8765988776	2,5827591532	0	2,6674830176	0	0	66	0	6	0	6,8160324918	0	6,8160324918	0	1	0	0	75,022536903	679064	149,614776117	1280994	8,341825259	59730	3,1578446852	26144	25,9372956032	217693	9,8478800742	82653	0,1289900466	0,7917708569	0,6321071771	0,8853255617	1,3884096405	0	1,4252921506	0	4,6658593453	0,0003957834	0	0	0,0006175371	0,0001426004	0,0004216356	0	1254	1	0,4133333333
1219	3447	1	3	0	4	4	0,1817264968	0,9370960572	498	0	0,9344638647	35	424	0	4	0	531	3190	1,6166320509	200	39	6	3,1141641814	0,3444183706	1,362613678	0	11	0	28	90	29	4,0436407667	2,3766192224	4,5516574442	0	2,8880571898	18,2535768811	0,5291855328	0	0	0	0,9854706379	0	6	22	835	1,310805926	1,8377093377	-0,5269034116	0	1	59,6360658819	460175	49,0897378867	410756	60,8872788799	537532	0	0	3,9649861086	30292	26,2772584514	186678	0	0	0	1	4,2211773307	0	0,2341165001	0	0	11,8061098609	0	0,0037769318	0	0,0002517609	3,50042489206e-05	0,0027539114	0,001158739	0	956	0	0,79
1220	898	0	10	0	10	10	0,2394905039	1	0	0	0	56	1289	0	3	1	0	1113	1,0050600275	21	20	3	10,514242308	6,4583730345	0	0	2	1	37	61	0	1,9059408372	0	0,0311177437	5,9603830091	0,0312220015	0,6021752097	0	0	1,3348941033	0,1963445824	0,7170052495	202	0	21	162	0	9,38094389	-9,38094389	0	1	49,5849300955	413467	87,9363965076	795953	104,671627945	896193	0	0	13,9686946112	115648	0	0	0	0	0,2909939424	0,5060359135	0	1,8418805649	2,292248259	0,9442899482	0	1,2868062844	0	0	0	0,000227916	0	0	0	0,0004897641	1146,62375865	1	0,39
1221	3929	0	0	8	0	8	0	1	0	0	0,6338237429	26	1337	0	1	0	598	625	0,6388694161	128	33	0	4,9164244157	0	1,1783999955	3	11	2	33	56	0	0	2,47024509	0	13,9189100204	0	8,1351924527	0	0	0	0	1,0716827531	133	2	0	0	15,1176925281	0	15,1176925281	0	0	21,5058428222	165947	0	0	122,284698078	1079569	1,6925213505	15325	0	0	0	0	59,8837727095	470874	0,6684510614	0,6719654333	0	0	0	0	0	6,0397404946	0	0,001245915	0	0	0	0,0041959984	0	0,0043564398	522	0	0,7433333333
1222	1786	0	5	0	5	5	0,0339534385	1	0	746,135558286	0	81	3340	1	3	0	0	2563	1,5933471601	142	91	5	3,5856311617	0,2324549252	5,1425915016	0	9	2	34	19	45	0	0,1391568645	4,8378726085	0	0,5595207108	0	1,1689702222	0	0	2,1840742106	0	199	3	5	74	0	0	0	540,018654298	0	66,2305425862	552268	0	0	57,27910933	490420	16,1068373749	115329	0	0	0	0	4,3099186309	36173	0,389826223	0,4266049725	0	0	0	0	2,0120962375	2,4853483395	1,3120614006	0,0007831544	0,0007671711	0	0,0023550693	0,000345124	0,0004681359	0	646	1	0,3933333333
1223	1936	0	0	6	0	6	0,8313687192	0,0332059404	0	989,635625433	1,2857357227	32	679	1	5	0	0	0	2,2951739021	141	33	3	4,889984057	0	0	0	0	0	0	10	2	0,8294932403	0	1,4712654397	0	0	1,2789704092	4,5470233283	0	0	0,5561478654	0,9101315109	184	6	16	0	0	0	0	0	0	0	0	0	0	47,7059481198	408455	0	0	7,3543248833	60887	23,4335349421	196679	36,8577653387	309349	0,1882344358	1	1,0381440372	1,0937544585	1,817706536	0,6945006308	0,183707262	0,3995747746	0	0,0007856721	0,0005052297	0	0,0002226692	0,0001292932	0,0005756678	3,33629254524e-05	2030	0	0,5333333333
1224	2245	4	0	9	4	13	0,6680236815	1	595	90,337238992	10,9770895211	44	945	0	2	0	0	1615	1,0141192472	80	4	0	1,101002866	9,1927505162	2,2596431675	7	2	0	23	3	45	5,1150894699	0,4884185498	3,4207031332	3,7351939383	3,084118852	0,5387337399	1,345434848	8	1,2564386917	4,7376571516	0	0	3	0	56	0	0	0	0	3	16,4182736633	136905	0	0	0	0	0	0	5,2182996115	43203	2,8143477952	23620	0	0	0	0,344791663	0,5373368845	0,2450154284	0	0	1,3962393559	0,4231462421	2,0695654244	0	0	0	0,0004053387	0	0,0004735199	0	750	0	0,27
1225	3432	6	13	0	19	19	1	1	592	424,357946342	0	50	1951	0	0	0	654	2320	0	134	73	4	0,8395846614	4,7622858246	8,6417683918	5	5	8	43	0	15	3,9694980638	4,634441964	6,9917010481	0	1,066111275	0	0,2107287568	33	4,4255915538	0	0,4351574633	121	7	18	581	2,775739257	0	2,775739257	904,225446726	2	31,7070415182	244664	41,2223627333	344926	94,476254113	834067	16,4498032569	148945	4,7322853892	36155	0	0	0	0	1	1	3,5780216367	0	1,1523222073	0	0	0,7200213055	0,418162724	0,0034555249	0	0	0	0,0003247651	0	0	574	0	0,5433333333
1226	315	0	2	2	2	4	0	0,3958811705	0	3498,41984122	0	41	160	1	0	0	289	899	1,4577351339	117	63	5	4,9464411434	5,0083201291	10,4414293502	4	0	0	27	63	0	0	2,8142244108	0	4,5163475324	2,2027153875	2,8524183413	0	28	0	1,0153632251	0,9871446728	27	7	0	0	0	1,6729025132	-1,6729025132	786,701702431	1	45,0458827768	375618	0	0	25,526622888	218557	0	0	0	0	8,3733591188	70278	16,1916622565	135897	0,6974387182	0	0	4,1360992023	1,9130471224	0,5182463529	0	0	0	0,0005880935	0,000671258	0	0,0005339852	4,84806998977e-05	0	0	1792	0	0,48
1227	4511	0	0	2	0	2	0,6050335544	0,8280540763	148	1093,03718539	1,2748920173	37	2149	0	0	2	0	1661	2,2816646407	3	1	0	17,9636164818	0	0	13	0	0	5	109	0	4,5416955925	0	4,0317934103	1,692048917	2,9932933811	1,1402075919	2,7147014694	13	0	1,0866825924	0	0	12	3	0	0,9607213412	18,9650034389	-18,0042820976	342,843289626	0	0	0	152,362920723	1274890	23,7258030685	209459	0	0	0	0	39,4024207118	279922	0	0	0	0	1,7111907996	0	0	0	0	2,8423847582	0,870175069	0,000431896	0,0020940406	9,16733035177e-06	0,0004460238	0,0013511141	0	0,0017847398	1674	0	0,6466666667
1228	2966	0	3	12	3	15	0	0	0	1135,11235014	0	27	653	0	0	0	72	0	1,0879981045	111	51	6	0	10,8949986056	3,1053226098	3	0	0	28	23	19	0,2640537907	1,7479814319	0	1,0957943818	0	0,1987395561	1,827521203	0	0	0	0,3046138275	113	3	0	707	0,8273933838	75,8081982609	-74,9808048771	187,422260448	1	31,8871287727	246053	22,9861290975	192335	41,7171211287	368292	2,6361279542	23869	0,3618882816	2764	4,0724361101	28931	6,5972560932	51875	0	0	0,030491468	0	1,960756578	0,0601655687	0,4940439172	0	1,0947129971	0,0064222669	0,0018227664	9,6087341587e-05	0,0006832712	0	0,0001912636	0	462	1	0,7266666667
1229	2763	1	3	3	4	7	1	0,5445023796	581	396,543170793	0	37	361	1	0	3	135	2416	1,6672113515	155	89	2	0	6,7270974402	1,229305517	4	3	0	7	40	0	1,8755871535	0	12,1864610658	3,7464798979	0	0,4924933713	4,3729983688	16	3,5490817888	0,4390401794	0,8206056645	161	0	6	0	2,7660592416	0	2,7660592416	532,342371038	3	0	0	0	0	4,7331533519	41785	0	0	0	0	32,4885566512	230805	0	0	0,3971336251	1	2,9562681397	0	0	0	2,8882427409	0	0	0,0026836606	0,0015140783	0	0	0	0,0002884283	5,30225273172e-05	770,104980786	1	0,78
1230	4929	4	0	0	4	4	0	0	592	363,058818958	0	26	3324	0	2	0	0	0	0,9890681348	107	92	4	0	4,0671890861	0,5347489941	3	8	0	23	21	15	0	7,8769938044	2,0225356513	7,6752633951	0,0364764691	5,7422953739	0	16	0	2,6709903315	1,7109689447	138	0	3	0	0	4,0849587646	-4,0849587646	249,173553673	0	62,5482609427	482647	0	0	0	0	0	0	22,5136609824	172006	11,7357141449	83372	18,9972728494	149378	0,4473094344	0	0	0	1,0764016059	0	0,68309179	0	0	0,0018036604	0,0003675383	3,62781222832e-05	0,0008496332	0	0,0012206659	0	362	0	0,65
1231	4086	3	0	0	3	3	0,0576282639	0,7019390274	0	747,54941284	0	40	3080	0	0	0	214	3049	2,8728078135	208	96	17	13,3520308246	4,3732471401	8,328301263	0	8	4	53	0	30	0	4,9120751375	1,509156998	4,3347760829	3,5722623882	0	0	8	0	0,3735793217	0,0368869456	281	6	4	94	3,3689921152	0	3,3689921152	0	2	0	0	0	0	0	0	2,661788589	24101	0	0	3,5569892772	25269	66,0551768551	519401	0,1692022023	0	0	0	0	0	5,4947721466	0	6,0165061754	0	0,0011424418	0,0008115477	0	0,0004391039	0,0032177227	2,38651879211e-05	478	1	0,68
1232	962	0	0	0	0	0	0,4505976137	1	868	0	0,5175401144	29	3308	0	4	0	51	1789	0,7993741224	75	69	6	0	0	1,3083269042	3	0	0	7	50	95	0,3695355904	0	0	2,2801806248	7,488563204	0,6196329276	1,5242874889	6	0	0,3620250789	1,0933859891	44	2	4	0	0	0,7632944395	-0,7632944395	168,561383005	3	31,1464288629	259716	0	0	0	0	0	0	1,2415661388	10279	27,7045067905	232525	18,3657946227	154145	0,6419953402	0,0406804642	0	1,0013433284	0,668152986	0	0,187512767	0,4071284207	0,8598067672	0	1,78265214797e-05	0	0,0001921847	0,000237274	0,0007127542	0,0004785159	2252	0	0,4866666667
1233	248	8	0	0	8	8	0,6758671721	0	93	367,207856745	4,9853687306	66	765	1	0	5	77	0	1,4917863936	94	68	8	0	0	0	4	0	0	24	18	9	3,1802553979	0	0	0	1,0836923235	0	2,9942346888	19	0	0	0,8479376304	285	7	2	416	7,4008611109	3,4540124941	3,9468486168	217,78266306	0	1,525050013	12716	0	0	18,0872738719	154862	10,7896130534	77256	0	0	0	0	34,5159692449	289694	0,5800469828	0,0677470496	3,1667085432	0	0,8759905497	0,8694712895	0,5756319703	1,3421235966	0	0,0004868976	0	0,0001392344	0,0001020953	0,0003987956	0,000641409	0,0001738453	720	0	0,4033333333
1234	950	0	0	0	0	0	0,6575311464	0,1731246736	211	0	0,0860947086	57	464	0	0	1	829	504	1,112348569	56	7	0	0	0,1734373285	1,3380365292	1	0	4	0	8	17	2,6149449004	3,1092165609	0	1,2554599862	3,799264417	1,4248883996	1,3161043892	0	2,9374137459	6,4368679443	0	246	5	9	674	1,0600802438	0	1,0600802438	50,3532002577	0	0	0	16,308513715	147615	0	0	0	0	0	0	0	0	0	0	0	0,9251387924	5,9474733213	0,3398850512	0,7104837148	0	0,5791304807	0	1,8089045933	0,0001798142	0,0002093173	0	0,0001290571	0	0	0,0001249529	506	1	0,4133333333
1235	3800	0	0	0	0	0	1	0,7834283636	408	816,47152737	0,5203655493	44	219	1	3	0	392	162	0,8533781697	362	63	0	0	0	0,9314527835	2	5	0	12	0	101	6,5188278733	4,1361316097	3,9360298046	2,57903393	0,715788945	1,4543070777	1,0518637402	22	4,3724121293	0,7284724887	0	146	1	0	785	0	0,7514188522	-0,7514188522	22,4047969774	3	0	0	2,4127091674	20188	28,8319779613	254538	0	0	0	0	0	0	0	0	0,1709096209	0	0,3516047414	0	0,8781364292	1,3556721401	1,0479609947	1,0305418936	1,5027372019	0,0043382238	0,0004586683	0	2,58970962774e-05	0	0,0011337199	0,0025593053	956	1	0,7966666667
1236	870	2	2	7	4	11	0,9483879239	0,5499986308	243	76,4473565383	5,563424875	65	1995	1	0	0	223	3154	1,0461324007	184	170	20	0	7,8665386948	0	3	2	4	9	18	0	0	0,6303977006	1,9924981305	14,4742158448	0	0,5648740664	0	11	0,8399548817	0,5016811673	0	194	4	15	0	11,3708150015	4,2135838858	7,1572311157	0	1	63,1792408456	526824	0	0	1,8649545183	15967	16,558358284	118562	18,1634336511	150377	0	0	2,2802584753	19138	0,8367755679	0	0	0	1,5337202821	1,7472314906	0,1973241436	0,9628048525	3,1509144612	0,0004100661	0	0,0011125422	0	2,90487490078e-05	0,000367698	0	1606,25871721	0	0,3033333333
1237	1683	0	5	7	5	12	0,4980504082	0,3152815707	0	0	8,2254003357	54	1901	1	1	1	889	1210	1,1788005535	178	105	12	3,219792642	1,3526523498	0	0	0	1	36	69	0	1,4636347242	4,7596866047	0,413633898	0	1,9555851551	0,0539732813	2,6759302007	9	2,1625525126	2,3862858774	0,421932675	97	4	0	585	7,8111048942	0	7,8111048942	0	0	14,6608562694	122250	0	0	37,2701071149	319104	0	0	2,0181289349	16708	21,5589942529	180945	0	0	0,0425993693	0,0811821696	0	0	0	0	3,3684662359	1,2126871348	0	0	0,0001979816	0,0006242214	8,35758814628e-05	8,8989621567e-05	0,0005114656	9,08733930693e-06	906,615033407	0	0,16
1238	3252	5	6	2	11	13	0,1701689393	0	0	363,381894839	3,0383369808	29	139	0	3	0	1221	337	0,9692094191	242	127	11	0	0	4,4837258298	7	0	0	38	1	56	0	7,0711671873	10,6526197924	21,9959344667	0	2,6312186297	0,4327925868	89	1,3028986401	1,3027071682	2,5591990687	83	1	22	0	7,0847573956	0	7,0847573956	255,329307199	4	93,2562971825	719603	29,5544713375	247295	0	0	0	0	0	0	0	0	40,1167751778	315443	0	0	0	2,298455978	0	0,4563749297	3,4567326065	3,9500155386	4,8365305131	0	0	0	0	0	0	0,0083382973	1040	0	0,71
1239	4397	3	8	0	11	11	0,2272533665	0,7518258118	0	272,930863537	5,9951625721	20	2547	1	1	0	0	209	0,8994762043	256	108	10	0	8,5481880845	0	11	4	0	23	62	0	2,3258445239	9,1388579674	3,5532330619	0	4,5007441325	0,1943102784	0	0	0	0,0326257031	1,5932704359	211	0	25	306	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18,5580896858	131840	13,3072526505	104636	0,1509162976	0,030755252	0	0	0,9678130875	0	0	0	0	0	0	0,0002503294	0,0005692998	0,0003432346	0	0,0047596097	1052	1	0,54
1240	2402	2	9	3	11	14	1	0,236184791	57	0	0	50	943	1	2	6	0	554	1,6989795778	211	81	1	10,0811324738	1,7853710106	20,9424507666	0	4	0	31	0	10	0	2,5054931209	5,2863986459	2,9366942324	3,7258923813	0	2,4314652741	39	1,6281604333	0	1,1668881387	93	8	39	0	0,7860725124	6,02465399	-5,2385814776	131,552827539	0	0	0	25,2705565374	228735	41,808244718	357960	0	0	9,166399731	75889	0	0	0,9861283796	8276	0	0,0254917578	0,0884349298	0	0,6376492606	5,3289134511	0,8726674601	1,0806546876	0	0,0002714579	0	0,0006586768	0,0002228382	0,0002574007	0	0,0001607004	1039,26252132	1	0,2733333333
1241	1366	2	11	3	13	16	0,6319892781	0,3263920576	1090	0	16,7858694201	66	1508	0	2	0	925	145	0,7236319915	166	106	0	12,77849211	0,1022638373	0	21	0	3	0	0	25	3,6117525007	7,7449786515	1,2090551377	1,3598343679	1,166119395	1,8478879307	0,8081852927	15	6,9219865163	0	0	324	1	13	1330	1,9211204366	0	1,9211204366	128,880556262	0	0	0	0	0	0	0	1,338580421	9584	0	0	5,5438554974	46529	5,3584237106	44973	0,9452411792	0,20057265	0	5,0059606195	0	0	0,0740431208	0	0	0	0,0003952686	0,0006888608	0	0,0001251327	0	0	941,210341029	1	0,2166666667
1242	4020	0	0	0	0	0	1	0,6837000619	0	604,030048357	1,4661235547	64	2121	0	0	0	223	1576	0,5366605163	28	3	0	27,463215971	8,3508269903	0,2120844693	17	0	10	40	36	68	3,3446513051	1,5730170444	0,2418214033	4,7899103584	0	0,1398062499	2,3066359681	31	3,4059543736	0	0	327	3	22	496	1,090597682	0,8964488725	0,1941488095	121,937466118	0	5,9396770293	45832	26,7596143532	223910	37,5777478547	331748	0	0	0	0	0	0	23,1979964823	182409	0,6683578093	0	2,6631950216	0	0	0	0,5426829802	0,2030546212	0	0	0	0,0002193836	0	0	0,0001479238	0	2388	1	0,4433333333
1243	5280	3	5	5	8	13	1	0,9554426816	0	475,223462889	0,1378506718	27	2165	0	0	0	862	0	1,3307535147	106	9	1	0,8885237941	7,3695560871	0	0	0	4	10	13	65	5,2493280232	0	4,0742654269	1,388925007	1,7022779181	0,7968379453	0	0	0	0,2380324661	0,7007030138	144	7	8	57	0	0	0	296,481590297	2	0	0	0	0	21,3899601362	188837	8,0629953535	73006	0	0	0	0	0	0	0	1	0	0,4521949772	0,7385215481	0	2,3197092576	2,1478184174	3,3634886485	0,0018771968	0,0023625215	0,0001718566	0,000203918	0	0	0,0015299002	1674	1	0,77
1244	3152	1	0	0	1	1	0	0	0	0	0	34	559	0	2	1	513	0	0	128	3	0	7,4639760317	1,2997843397	1,1202380925	0	5	0	0	42	16	0	0	3,2932274198	0	0	7,5271097173	4,4385484103	141	0	0	0	0	2	5	329	0	0	0	81,7326977733	2	0	0	27,9572363516	233931	0	0	0	0	15,0589149968	115051	0	0	0	0	0,1643145493	0	2,8383828141	2,6335013429	1,5031248345	0,9162903118	0	0,7750461309	3,0736631759	0,0040746671	0	0,0003849085	0	0	0,0171080879	0	1392	1	0,7333333333
1245	5176	0	7	5	7	12	0	0	319	0	0	39	227	1	5	0	178	168	1,2437862047	271	222	11	0	0	0	0	4	8	0	0	14	0	2,2837282152	5,4203100831	5,4718703144	0	1,2736974809	0,6225900562	33	0	0,0318604896	1,618486051	275	5	0	0	0,3445944763	0	0,3445944763	0	1	88,6241004327	683859	0	0	0	0	6,1071320133	55297	4,8135661165	36776	0	0	2,9971068625	23566	0,9275732761	0,342717115	0	0	0	0,793191818	0	0	1,8633229078	0	0,0015035933	0	0	0	0,0026638031	0,004742765	2870	1	0,7133333333
1246	668	0	13	3	13	16	0	1	1250	1211,46944118	0	35	1580	1	0	0	793	729	0,6927641222	224	167	29	2,9731161424	50,1074584856	0,4430114356	4	7	0	13	31	31	0	2,2315188365	0	5,9756916079	4,17216237	0	1,4802773792	24	2,3415632505	0	0	116	3	17	44	0	0	0	296,288928517	2	7,5906075649	63294	0	0	58,3301703375	499420	0,9271006012	6638	27,7539096573	229778	10,1871524187	85501	12,2484191054	102801	0,0138552341	0	1,333664291	3,6580098742	0	0,3398829561	1,0532001599	0	0,7047001724	0	0,0006008162	0	0,000331597	0,000452692	0,000154576	0,0001590965	604	0	0,4166666667
1247	4802	0	7	0	7	7	0,7453292139	1	467	420,216129907	0	19	1266	0	6	0	0	0	0	71	39	7	2,658742304	5,2432277958	1,2468035168	14	1	1	0	5	0	1,7164270874	0,0222570528	0	13,1373432561	0	3,6487148992	0	0	4,6898456657	1,3416311691	1,7243950242	363	1	8	380	2,5199996059	0	2,5199996059	0	2	21,5318970682	166148	0	0	19,1212398467	168808	0	0	15,7755149294	120526	0,9221633699	6551	3,246681563	25529	0,3495891063	0,5303834699	1,1072592621	0	3,6952273817	1,8696156193	1,1547512498	0	0,6019638355	0	0,0011333914	0	0	0,0030107178	0,0009937323	0	154	0	0,69
1248	1799	0	0	2	0	2	0	0	0	0	27,2114927605	68	1684	1	4	0	566	0	0,346791008	64	54	1	0	0	4,4087069616	9	5	5	0	94	4	2,2944354936	0	4,0695417814	2,9880374528	0	1,0837149853	0	36	0	19,4093891809	0	339	0	24	0	1,6677621572	3,3517270527	-1,6839648955	154,29224631	1	0	0	54,1544427418	490177	0	0	10,1085479238	72380	16,8028630477	139113	0	0	0	0	1	0	0	0,9143914309	0	0	1,5990707417	0	0,1413432909	0	0	0	0	0	0,0003494567	0,0002860264	748,146426433	0	0,2733333333
1249	4284	2	8	3	10	13	0,4092751021	0,0018404077	0	459,598306334	0,0962830288	53	38	0	0	3	79	1402	1,2471520081	22	7	0	0	2,4393671223	9,0154585131	0	1	3	19	56	54	0	8,7400644775	4,9672245683	4,0711173455	0	0	0	48	0	1,2352032188	0,0490146468	0	3	0	0	0	2,7819186023	-2,7819186023	72,3303385404	0	12,2239851905	94325	214,36055471	1793653	28,3813680457	250560	0	0	0	0	18,2641793511	129752	3,034228512	23858	0,7546685589	0	0	9,2725196461	2,7568231028	0	0	0,819168311	0,3273624447	0	0	0,0001471443	0,0006149222	0	0,0028526802	0,0075508595	670	1	0,6333333333
1250	1026	1	0	7	1	8	0,2776062402	0,8602914956	14	232,961421703	0	34	560	0	2	1	27	1047	0,9008787116	87	23	3	17,0329645833	10,8829197039	4,1076189748	7	0	26	25	32	0	0,63500112	3,4605278248	0	8,1868035048	0	1,2751619289	0,8588525713	25	0,7746818093	1,2013050827	0	248	3	0	0	0,3312033587	2,4560557389	-2,1248523802	643,93162767	0	2,006499401	16731	38,9129488089	352219	8,6030238618	73658	0	0	18,6850847088	154696	0	0	34,2284250457	287281	0	0,4017702309	0,2905238898	1,0468467898	1,4179649796	0	0	0	0	0	0,0008605524	0	4,27906833267e-05	0,0002877159	0	4,90521557092e-05	940	0	0,51
1251	2360	4	2	0	6	6	0,8958474336	0,3608722789	381	0	0	40	1503	0	0	2	0	667	1,0022369214	59	39	2	18,0174307148	12,5872073002	2,0140621363	4	0	2	0	72	42	6,4485220929	5,3597262785	23,3104943584	6,6792490546	1,8838721829	3,7646583155	0	40	0	4,6233409006	1,874530338	120	2	35	1272	0	2,7201485091	-2,7201485091	400,233617277	0	42,4075372175	353618	42,8723265017	388057	21,6402795811	185283	0	0	9,8996871863	81960	10,6995440691	89801	2,7444256806	23034	0,4998489009	1	2,6455352099	0	0	2,0987876556	0	0,9586933161	0	0	0	0,0004054988	7,45493453194e-05	0,0002302732	0	0	1468,66031666	0	0,4233333333
